EVENT,BOUT,URL
UFC on FOX: Shevchenko vs. Pena,Francis Ngannou vs. Andrei Arlovski,http://ufcstats.com/fight-details/a45596cda51a1816
UFC on FOX: Shevchenko vs. Pena,Jason Knight vs. Alex Caceres,http://ufcstats.com/fight-details/43682a646b9b956f
UFC on FOX: Shevchenko vs. Pena,Sam Alvey vs. Nate Marquardt,http://ufcstats.com/fight-details/3c8eb8ad5e98876f
UFC on FOX: Shevchenko vs. Pena,Raphael Assuncao vs. Aljamain Sterling,http://ufcstats.com/fight-details/637f561cd731fb44
UFC on FOX: Shevchenko vs. Pena,Li Jingliang vs. Bobby Nash,http://ufcstats.com/fight-details/c5865afc31cb6c59
UFC on FOX: Shevchenko vs. Pena,Jordan Johnson vs. Henrique da Silva,http://ufcstats.com/fight-details/1cd0ce0e2312ad52
UFC on FOX: Shevchenko vs. Pena,Eric Spicely vs. Alessio Di Chirico,http://ufcstats.com/fight-details/481aef2d2802ec68
UFC on FOX: Shevchenko vs. Pena,Marcos Rogerio de Lima vs. Jeremy Kimball,http://ufcstats.com/fight-details/99373dc33dfbf6e0
UFC on FOX: Shevchenko vs. Pena,Alexandre Pantoja vs. Eric Shelton,http://ufcstats.com/fight-details/0094d2ed98819f7a
UFC on FOX: Shevchenko vs. Pena,Jason Gonzalez vs. JC Cottrell,http://ufcstats.com/fight-details/6eb382e2c51fc4f5
UFC Fight Night: Rodriguez vs. Penn,Yair Rodriguez vs. BJ Penn,http://ufcstats.com/fight-details/5742025a09190829
UFC Fight Night: Rodriguez vs. Penn,Joe Lauzon vs. Marcin Held,http://ufcstats.com/fight-details/00720c46f864fe03
UFC Fight Night: Rodriguez vs. Penn,Ben Saunders vs. Court McGee,http://ufcstats.com/fight-details/8edb831924d69dd9
UFC Fight Night: Rodriguez vs. Penn,Sergio Pettis vs. John Moraga,http://ufcstats.com/fight-details/7685701c382cd49a
UFC Fight Night: Rodriguez vs. Penn,Drakkar Klose vs. Devin Powell,http://ufcstats.com/fight-details/bbb67c2ac4453d64
UFC Fight Night: Rodriguez vs. Penn,Augusto Mendes vs. Frankie Saenz,http://ufcstats.com/fight-details/b60bbec8ec98941b
UFC Fight Night: Rodriguez vs. Penn,Aleksei Oleinik vs. Viktor Pesta,http://ufcstats.com/fight-details/1a81573425c585fb
UFC Fight Night: Rodriguez vs. Penn,Anthony Rocco Martin vs. Alex White,http://ufcstats.com/fight-details/8156479490877d08
UFC Fight Night: Rodriguez vs. Penn,Nina Nunes vs. Jocelyn Jones-Lybarger,http://ufcstats.com/fight-details/53c3565ee1d3411a
UFC Fight Night: Rodriguez vs. Penn,Walt Harris vs. Chase Sherman,http://ufcstats.com/fight-details/3f7684492c9df05e
UFC Fight Night: Rodriguez vs. Penn,Joachim Christensen vs. Bojan Mihajlovic,http://ufcstats.com/fight-details/ae803440d778a12b
UFC Fight Night: Rodriguez vs. Penn,Cyril Asker vs. Dmitrii Smoliakov,http://ufcstats.com/fight-details/c1356395d6b055d7
UFC 207: Nunes vs. Rousey,Amanda Nunes vs. Ronda Rousey,http://ufcstats.com/fight-details/0aad210fbaa1db6c
UFC 207: Nunes vs. Rousey,Cody Garbrandt vs. Dominick Cruz,http://ufcstats.com/fight-details/25e6b11e1cf45b83
UFC 207: Nunes vs. Rousey,TJ Dillashaw vs. John Lineker,http://ufcstats.com/fight-details/7f663d67422c1b24
UFC 207: Nunes vs. Rousey,Dong Hyun Kim vs. Tarec Saffiedine,http://ufcstats.com/fight-details/3d07a533feca7458
UFC 207: Nunes vs. Rousey,Ray Borg vs. Louis Smolka,http://ufcstats.com/fight-details/ab847a4cf397d7d5
UFC 207: Nunes vs. Rousey,Neil Magny vs. Johny Hendricks,http://ufcstats.com/fight-details/abf0f8234f6be37e
UFC 207: Nunes vs. Rousey,Antonio Carlos Junior vs. Marvin Vettori,http://ufcstats.com/fight-details/78736e322574e500
UFC 207: Nunes vs. Rousey,Alex Garcia vs. Mike Pyle,http://ufcstats.com/fight-details/31acf87e89a4a401
UFC 207: Nunes vs. Rousey,Niko Price vs. Brandon Thatch,http://ufcstats.com/fight-details/d8c7497043e7e5bd
UFC 207: Nunes vs. Rousey,Alex Oliveira vs. Tim Means,http://ufcstats.com/fight-details/9d4b2767f6630fc9
UFC on FOX: VanZant vs. Waterson,Michelle Waterson vs. Paige VanZant,http://ufcstats.com/fight-details/5840527835a8ffb2
UFC on FOX: VanZant vs. Waterson,Mickey Gall vs. Sage Northcutt,http://ufcstats.com/fight-details/23bc29f1b6baacad
UFC on FOX: VanZant vs. Waterson,Urijah Faber vs. Brad Pickett,http://ufcstats.com/fight-details/2cdf841a057d9039
UFC on FOX: VanZant vs. Waterson,Alan Jouban vs. Mike Perry,http://ufcstats.com/fight-details/473b9b56cdaedba3
UFC on FOX: VanZant vs. Waterson,Paul Craig vs. Henrique da Silva,http://ufcstats.com/fight-details/01f396a7372dc8ff
UFC on FOX: VanZant vs. Waterson,Mizuto Hirota vs. Cole Miller,http://ufcstats.com/fight-details/4b35edc671de861f
UFC on FOX: VanZant vs. Waterson,Colby Covington vs. Bryan Barberena,http://ufcstats.com/fight-details/677588ea237aa5c0
UFC on FOX: VanZant vs. Waterson,Alex Morono vs. James Moontasri,http://ufcstats.com/fight-details/30f6cf4253b13b76
UFC on FOX: VanZant vs. Waterson,Josh Emmett vs. Scott Holtzman,http://ufcstats.com/fight-details/7979888b1fb5eb39
UFC on FOX: VanZant vs. Waterson,Leslie Smith vs. Irene Aldana,http://ufcstats.com/fight-details/d77ace7aadb2383e
UFC on FOX: VanZant vs. Waterson,Eddie Wineland vs. Takeya Mizugaki,http://ufcstats.com/fight-details/ca6d4239726931f9
UFC on FOX: VanZant vs. Waterson,Hector Sandoval vs. Fredy Serrano,http://ufcstats.com/fight-details/88c712be47805d63
UFC on FOX: VanZant vs. Waterson,Sultan Aliev vs. Bojan Velickovic,http://ufcstats.com/fight-details/1ca4274019680d23
UFC 206: Holloway vs. Pettis,Max Holloway vs. Anthony Pettis,http://ufcstats.com/fight-details/977a758d869f9e7a
UFC 206: Holloway vs. Pettis,Donald Cerrone vs. Matt Brown,http://ufcstats.com/fight-details/96404a3b32791c8d
UFC 206: Holloway vs. Pettis,Cub Swanson vs. Dooho Choi,http://ufcstats.com/fight-details/5f0aa841c21f7d30
UFC 206: Holloway vs. Pettis,Kelvin Gastelum vs. Tim Kennedy,http://ufcstats.com/fight-details/07b98dbf5d2c62a2
UFC 206: Holloway vs. Pettis,Emil Meek vs. Jordan Mein,http://ufcstats.com/fight-details/761a215d51a0442e
UFC 206: Holloway vs. Pettis,Misha Cirkunov vs. Nikita Krylov,http://ufcstats.com/fight-details/0af90a49f0ca1879
UFC 206: Holloway vs. Pettis,Olivier Aubin-Mercier vs. Drew Dober,http://ufcstats.com/fight-details/04f27a78e4ffce47
UFC 206: Holloway vs. Pettis,Viviane Pereira vs. Valerie Letourneau,http://ufcstats.com/fight-details/ca9804845b010845
UFC 206: Holloway vs. Pettis,Matthew Lopez vs. Mitch Gagnon,http://ufcstats.com/fight-details/b121f30d7fc9ea6c
UFC 206: Holloway vs. Pettis,Lando Vannata vs. John Makdessi,http://ufcstats.com/fight-details/071d488ec8ccf254
UFC 206: Holloway vs. Pettis,Rustam Khabilov vs. Jason Saggo,http://ufcstats.com/fight-details/8b983e834df0c6c4
UFC 206: Holloway vs. Pettis,Dustin Ortiz vs. Zach Makovsky,http://ufcstats.com/fight-details/d573e571d8349b5d
UFC Fight Night: Lewis vs. Abdurakhimov,Derrick Lewis vs. Shamil Abdurakhimov,http://ufcstats.com/fight-details/cb1e57b5f8c92922
UFC Fight Night: Lewis vs. Abdurakhimov,Francis Ngannou vs. Anthony Hamilton,http://ufcstats.com/fight-details/0769ab47fcf0bf6b
UFC Fight Night: Lewis vs. Abdurakhimov,Corey Anderson vs. Sean O'Connell,http://ufcstats.com/fight-details/14e7bb7a9d49450d
UFC Fight Night: Lewis vs. Abdurakhimov,Gian Villante vs. Saparbeg Safarov,http://ufcstats.com/fight-details/25cd989ac5569629
UFC Fight Night: Lewis vs. Abdurakhimov,Justine Kish vs. Ashley Yoder,http://ufcstats.com/fight-details/9555d8941df4a998
UFC Fight Night: Lewis vs. Abdurakhimov,Randy Brown vs. Brian Camozzi,http://ufcstats.com/fight-details/02e3699be1d8daa2
UFC Fight Night: Lewis vs. Abdurakhimov,Gerald Meerschaert vs. Joseph Gigliotti,http://ufcstats.com/fight-details/85feac6924abb35b
UFC Fight Night: Lewis vs. Abdurakhimov,Andrew Sanchez vs. Trevor Smith,http://ufcstats.com/fight-details/0b26d635106aea1c
UFC Fight Night: Lewis vs. Abdurakhimov,Shane Burgos vs. Tiago dos Santos e Silva,http://ufcstats.com/fight-details/4bf0be780f2d09be
UFC Fight Night: Lewis vs. Abdurakhimov,Marc Diakiese vs. Frankie Perez,http://ufcstats.com/fight-details/a71febed166b7d42
UFC Fight Night: Lewis vs. Abdurakhimov,Ryan Janes vs. Keith Berish,http://ufcstats.com/fight-details/770312f3ca8506b6
UFC Fight Night: Lewis vs. Abdurakhimov,Juliana Lima vs. JJ Aldrich,http://ufcstats.com/fight-details/87b6c507a7684ec2
The Ultimate Fighter: Tournament of Champions Finale,Demetrious Johnson vs. Tim Elliott,http://ufcstats.com/fight-details/02822c35ffef5a50
The Ultimate Fighter: Tournament of Champions Finale,Joseph Benavidez vs. Henry Cejudo,http://ufcstats.com/fight-details/5e1370a92ce8abb0
The Ultimate Fighter: Tournament of Champions Finale,Jorge Masvidal vs. Jake Ellenberger,http://ufcstats.com/fight-details/27ff7028ec8c2161
The Ultimate Fighter: Tournament of Champions Finale,Jared Cannonier vs. Ion Cutelaba,http://ufcstats.com/fight-details/9cad47cdd6351e50
The Ultimate Fighter: Tournament of Champions Finale,Sara McMann vs. Alexis Davis,http://ufcstats.com/fight-details/a716172939767cab
The Ultimate Fighter: Tournament of Champions Finale,Brandon Moreno vs. Ryan Benoit,http://ufcstats.com/fight-details/36830f6eb3c847f5
The Ultimate Fighter: Tournament of Champions Finale,Ryan Hall vs. Gray Maynard,http://ufcstats.com/fight-details/019983faebec6d64
The Ultimate Fighter: Tournament of Champions Finale,Rob Font vs. Matt Schnell,http://ufcstats.com/fight-details/63b35df1276b3d64
The Ultimate Fighter: Tournament of Champions Finale,Dong Hyun Ma vs. Brendan O'Reilly,http://ufcstats.com/fight-details/c5d48ca7c22f857e
The Ultimate Fighter: Tournament of Champions Finale,Jamie Moyle vs. Kailin Curran,http://ufcstats.com/fight-details/5ae45d20a60dc109
The Ultimate Fighter: Tournament of Champions Finale,Anthony Smith vs. Elvis Mutapcic,http://ufcstats.com/fight-details/163fbb2185730846
The Ultimate Fighter: Tournament of Champions Finale,Devin Clark vs. Josh Stansbury,http://ufcstats.com/fight-details/fe132ef2ab8ae9d2
UFC Fight Night: Whittaker vs. Brunson,Robert Whittaker vs. Derek Brunson,http://ufcstats.com/fight-details/6d04fbef6b8e4551
UFC Fight Night: Whittaker vs. Brunson,Andrew Holbrook vs. Jake Matthews,http://ufcstats.com/fight-details/0d33d43bee65d98f
UFC Fight Night: Whittaker vs. Brunson,Omari Akhmedov vs. Kyle Noke,http://ufcstats.com/fight-details/450760216f5643ca
UFC Fight Night: Whittaker vs. Brunson,Alexander Volkanovski vs. Yusuke Kasuya,http://ufcstats.com/fight-details/2cab927474cb6e62
UFC Fight Night: Whittaker vs. Brunson,Tyson Pedro vs. Khalil Rountree Jr.,http://ufcstats.com/fight-details/d1c519260c0ddf3a
UFC Fight Night: Whittaker vs. Brunson,Danielle Taylor vs. Seo Hee Ham,http://ufcstats.com/fight-details/314aea77cd24210f
UFC Fight Night: Whittaker vs. Brunson,Daniel Kelly vs. Chris Camozzi,http://ufcstats.com/fight-details/71854cfe738d6ee1
UFC Fight Night: Whittaker vs. Brunson,Damien Brown vs. Jon Tuck,http://ufcstats.com/fight-details/64bc223daa594bcc
UFC Fight Night: Whittaker vs. Brunson,Jonathan Meunier vs. Richard Walsh,http://ufcstats.com/fight-details/2c0a58ef0324e18b
UFC Fight Night: Whittaker vs. Brunson,Ben Nguyen vs. Geane Herrera,http://ufcstats.com/fight-details/291d91378a96d1e8
UFC Fight Night: Whittaker vs. Brunson,Jason Knight vs. Dan Hooker,http://ufcstats.com/fight-details/4f60a7e7b848bc6d
UFC Fight Night: Whittaker vs. Brunson,Marlon Vera vs. Guangyou Ning,http://ufcstats.com/fight-details/2e209dc450b7ebe3
UFC Fight Night: Whittaker vs. Brunson,Jenel Lausa vs. Yao Zhikui,http://ufcstats.com/fight-details/0da0dc2c7eb29f58
UFC Fight Night: Bader vs. Nogueira,Ryan Bader vs. Rogerio Nogueira,http://ufcstats.com/fight-details/106088694fa0c682
UFC Fight Night: Bader vs. Nogueira,Thomas Almeida vs. Albert Morales,http://ufcstats.com/fight-details/ac656cebef8cf0a4
UFC Fight Night: Bader vs. Nogueira,Claudia Gadelha vs. Cortney Casey,http://ufcstats.com/fight-details/4c05732d411d6412
UFC Fight Night: Bader vs. Nogueira,Krzysztof Jotko vs. Thales Leites,http://ufcstats.com/fight-details/3e1bd51261cb61df
UFC Fight Night: Bader vs. Nogueira,Kamaru Usman vs. Warlley Alves,http://ufcstats.com/fight-details/939cc30f07131724
UFC Fight Night: Bader vs. Nogueira,Sergio Moraes vs. Zak Ottow,http://ufcstats.com/fight-details/edcf1d6a1bd8acc7
UFC Fight Night: Bader vs. Nogueira,Cezar Ferreira vs. Jack Hermansson,http://ufcstats.com/fight-details/13d2b7aef67cb6ea
UFC Fight Night: Bader vs. Nogueira,Gadzhimurad Antigulov vs. Marcos Rogerio de Lima,http://ufcstats.com/fight-details/a5e240bcd7731725
UFC Fight Night: Bader vs. Nogueira,Johnny Eduardo vs. Manvel Gamburyan,http://ufcstats.com/fight-details/02b39d683f027517
UFC Fight Night: Bader vs. Nogueira,Luis Henrique vs. Christian Colombo,http://ufcstats.com/fight-details/9e75fbe17a35f272
UFC Fight Night: Bader vs. Nogueira,Pedro Munhoz vs. Justin Scoggins,http://ufcstats.com/fight-details/30a2c7e5b90e6d74
UFC Fight Night: Bader vs. Nogueira,Francimar Barroso vs. Darren Stewart,http://ufcstats.com/fight-details/934c967872f28b13
UFC Fight Night: Mousasi vs. Hall 2,Gegard Mousasi vs. Uriah Hall,http://ufcstats.com/fight-details/b5268a0c2df32a24
UFC Fight Night: Mousasi vs. Hall 2,Stevie Ray vs. Ross Pearson,http://ufcstats.com/fight-details/6b5fe10e6e7d160a
UFC Fight Night: Mousasi vs. Hall 2,Alexander Volkov vs. Timothy Johnson,http://ufcstats.com/fight-details/689116759885e4a5
UFC Fight Night: Mousasi vs. Hall 2,Artem Lobov vs. Teruto Ishihara,http://ufcstats.com/fight-details/e4795ab9bdd6fb38
UFC Fight Night: Mousasi vs. Hall 2,Jack Marshman vs. Magnus Cedenblad,http://ufcstats.com/fight-details/f1afa75c8d492550
UFC Fight Night: Mousasi vs. Hall 2,Kyoji Horiguchi vs. Ali Bagautinov,http://ufcstats.com/fight-details/ad0bac98558900af
UFC Fight Night: Mousasi vs. Hall 2,Kevin Lee vs. Magomed Mustafaev,http://ufcstats.com/fight-details/dad034faf3d62cb9
UFC Fight Night: Mousasi vs. Hall 2,Amanda Cooper vs. Anna Elmose,http://ufcstats.com/fight-details/24411c5356903d11
UFC Fight Night: Mousasi vs. Hall 2,Justin Ledet vs. Mark Godbeer,http://ufcstats.com/fight-details/8eaa23d64c20b0f1
UFC Fight Night: Mousasi vs. Hall 2,Zak Cummings vs. Alexander Yakovlev,http://ufcstats.com/fight-details/1b52e24d09700dd9
UFC Fight Night: Mousasi vs. Hall 2,Marion Reneau vs. Milana Dudieva,http://ufcstats.com/fight-details/7fce3efc5d2add6e
UFC Fight Night: Mousasi vs. Hall 2,Brett Johns vs. Kwan Ho Kwak,http://ufcstats.com/fight-details/a337e11f80a75b7d
UFC Fight Night: Mousasi vs. Hall 2,Abdul Razak Alhassan vs. Charlie Ward,http://ufcstats.com/fight-details/bd6909a463a1de2b
UFC 205: Alvarez vs McGregor,Conor McGregor vs. Eddie Alvarez,http://ufcstats.com/fight-details/1d7015553debd1c8
UFC 205: Alvarez vs McGregor,Tyron Woodley vs. Stephen Thompson,http://ufcstats.com/fight-details/b80ef7cdc36ab48b
UFC 205: Alvarez vs McGregor,Joanna Jedrzejczyk vs. Karolina Kowalkiewicz,http://ufcstats.com/fight-details/4403857f545ede75
UFC 205: Alvarez vs McGregor,Yoel Romero vs. Chris Weidman,http://ufcstats.com/fight-details/f37d18b5c35145bf
UFC 205: Alvarez vs McGregor,Raquel Pennington vs. Miesha Tate,http://ufcstats.com/fight-details/9ebfd601c43b89b3
UFC 205: Alvarez vs McGregor,Frankie Edgar vs. Jeremy Stephens,http://ufcstats.com/fight-details/9c4cbd0546d03f6b
UFC 205: Alvarez vs McGregor,Khabib Nurmagomedov vs. Michael Johnson,http://ufcstats.com/fight-details/c26806c2d554e50c
UFC 205: Alvarez vs McGregor,Tim Boetsch vs. Rafael Natal,http://ufcstats.com/fight-details/8172d8d996335d0a
UFC 205: Alvarez vs McGregor,Vicente Luque vs. Belal Muhammad,http://ufcstats.com/fight-details/14477908199435e1
UFC 205: Alvarez vs McGregor,Jim Miller vs. Thiago Alves,http://ufcstats.com/fight-details/ef80a6eea892c296
UFC 205: Alvarez vs McGregor,Liz Carmouche vs. Katlyn Chookagian,http://ufcstats.com/fight-details/706228ddb6076b3f
UFC Fight Night: Dos Anjos vs. Ferguson,Tony Ferguson vs. Rafael Dos Anjos,http://ufcstats.com/fight-details/9220acccebf14a46
UFC Fight Night: Dos Anjos vs. Ferguson,Diego Sanchez vs. Marcin Held,http://ufcstats.com/fight-details/c5a8e0098d1024ce
UFC Fight Night: Dos Anjos vs. Ferguson,Ricardo Lamas vs. Charles Oliveira,http://ufcstats.com/fight-details/e322eae035f7c00f
UFC Fight Night: Dos Anjos vs. Ferguson,Martin Bravo vs. Claudio Puelles,http://ufcstats.com/fight-details/43a941e005a2d463
UFC Fight Night: Dos Anjos vs. Ferguson,Beneil Dariush vs. Rashid Magomedov,http://ufcstats.com/fight-details/00494c77d2a88f8c
UFC Fight Night: Dos Anjos vs. Ferguson,Alexa Grasso vs. Heather Clark,http://ufcstats.com/fight-details/52943c821416dc38
UFC Fight Night: Dos Anjos vs. Ferguson,Erik Perez vs. Felipe Arantes,http://ufcstats.com/fight-details/51010081d59b4687
UFC Fight Night: Dos Anjos vs. Ferguson,Joe Soto vs. Marco Beltran,http://ufcstats.com/fight-details/588a39cab19065bc
UFC Fight Night: Dos Anjos vs. Ferguson,Max Griffin vs. Erick Montano,http://ufcstats.com/fight-details/23c6a428df1569bc
UFC Fight Night: Dos Anjos vs. Ferguson,Douglas Silva de Andrade vs. Henry Briones,http://ufcstats.com/fight-details/29df50b2ea446361
UFC Fight Night: Dos Anjos vs. Ferguson,Sam Alvey vs. Alex Nicholson,http://ufcstats.com/fight-details/2c39797c6574ff29
UFC Fight Night: Dos Anjos vs. Ferguson,Marco Polo Reyes vs. Jason Novelli,http://ufcstats.com/fight-details/c1e039419a671b9e
UFC Fight Night: Dos Anjos vs. Ferguson,Enrique Barzola vs. Chris Avila,http://ufcstats.com/fight-details/4fa26e1e88583ab5
UFC 204: Bisping vs. Henderson,Michael Bisping vs. Dan Henderson,http://ufcstats.com/fight-details/eaa63c8fb9379426
UFC 204: Bisping vs. Henderson,Gegard Mousasi vs. Vitor Belfort,http://ufcstats.com/fight-details/ebc7ec239faf7b0b
UFC 204: Bisping vs. Henderson,Jimi Manuwa vs. Ovince Saint Preux,http://ufcstats.com/fight-details/451d7d8c2a6bacb3
UFC 204: Bisping vs. Henderson,Stefan Struve vs. Daniel Omielanczuk,http://ufcstats.com/fight-details/17067cf55726c673
UFC 204: Bisping vs. Henderson,Mirsad Bektic vs. Russell Doane,http://ufcstats.com/fight-details/23253ebb1d86d8b4
UFC 204: Bisping vs. Henderson,Iuri Alcantara vs. Brad Pickett,http://ufcstats.com/fight-details/2f9a8807807b80d6
UFC 204: Bisping vs. Henderson,Damian Stasiak vs. Davey Grant,http://ufcstats.com/fight-details/3be121d4f5460893
UFC 204: Bisping vs. Henderson,Leon Edwards vs. Albert Tumenov,http://ufcstats.com/fight-details/47dfd70b5780d68a
UFC 204: Bisping vs. Henderson,Marc Diakiese vs. Lukasz Sajewski,http://ufcstats.com/fight-details/8794b5f9a591daf6
UFC 204: Bisping vs. Henderson,Mike Perry vs. Danny Roberts,http://ufcstats.com/fight-details/85bec51d0bdf511f
UFC 204: Bisping vs. Henderson,Leonardo Santos vs. Adriano Martins,http://ufcstats.com/fight-details/87b61c1d72232a84
UFC Fight Night: Lineker vs. Dodson,John Lineker vs. John Dodson,http://ufcstats.com/fight-details/8793208907eca67f
UFC Fight Night: Lineker vs. Dodson,Alex Oliveira vs. Will Brooks,http://ufcstats.com/fight-details/3a8cc4cda195d758
UFC Fight Night: Lineker vs. Dodson,Zak Ottow vs. Joshua Burkman,http://ufcstats.com/fight-details/21b361d723fcf3cd
UFC Fight Night: Lineker vs. Dodson,Brandon Moreno vs. Louis Smolka,http://ufcstats.com/fight-details/b43dfe6743160a66
UFC Fight Night: Lineker vs. Dodson,Henrique da Silva vs. Joachim Christensen,http://ufcstats.com/fight-details/a27a9b7b8194e8fc
UFC Fight Night: Lineker vs. Dodson,Andre Fili vs. Hacran Dias,http://ufcstats.com/fight-details/11b369120409d2aa
UFC Fight Night: Lineker vs. Dodson,Shamil Abdurakhimov vs. Walt Harris,http://ufcstats.com/fight-details/412735f3e0b66ea6
UFC Fight Night: Lineker vs. Dodson,Elizeu Zaleski dos Santos vs. Keita Nakamura,http://ufcstats.com/fight-details/958f6e5b79ff8c33
UFC Fight Night: Lineker vs. Dodson,Nate Marquardt vs. Tamdan McCrory,http://ufcstats.com/fight-details/ba7250ef080d1603
UFC Fight Night: Lineker vs. Dodson,Ion Cutelaba vs. Jonathan Wilson,http://ufcstats.com/fight-details/1cca8ba792f1e1d9
UFC Fight Night: Lineker vs. Dodson,Curtis Blaydes vs. Cody East,http://ufcstats.com/fight-details/4efbd869aa0211d2
UFC Fight Night: Lineker vs. Dodson,Ketlen Vieira vs. Kelly Faszholz,http://ufcstats.com/fight-details/98e3b4d05ecc36a2
UFC Fight Night: Cyborg vs. Lansberg,Cristiane Justino vs. Lina Lansberg,http://ufcstats.com/fight-details/76c5f66afe6ab192
UFC Fight Night: Cyborg vs. Lansberg,Renan Barao vs. Phillipe Nover,http://ufcstats.com/fight-details/50935ae1627fc89b
UFC Fight Night: Cyborg vs. Lansberg,Roy Nelson vs. Antonio Silva,http://ufcstats.com/fight-details/5c5ed0416e881faf
UFC Fight Night: Cyborg vs. Lansberg,Francisco Trinaldo vs. Paul Felder,http://ufcstats.com/fight-details/845907142e023077
UFC Fight Night: Cyborg vs. Lansberg,Eric Spicely vs. Thiago Santos,http://ufcstats.com/fight-details/66b8f3426f36fdf7
UFC Fight Night: Cyborg vs. Lansberg,Godofredo Pepey vs. Mike de la Torre,http://ufcstats.com/fight-details/c29b63d6cd2ba413
UFC Fight Night: Cyborg vs. Lansberg,Michel Prazeres vs. Gilbert Burns,http://ufcstats.com/fight-details/6f2a4a2f769eb9e3
UFC Fight Night: Cyborg vs. Lansberg,Rani Yahya vs. Michinori Tanaka,http://ufcstats.com/fight-details/0408a452fb5c3e14
UFC Fight Night: Cyborg vs. Lansberg,Jussier Formiga vs. Dustin Ortiz,http://ufcstats.com/fight-details/39c16381a9722735
UFC Fight Night: Cyborg vs. Lansberg,Erick Silva vs. Luan Chagas,http://ufcstats.com/fight-details/0e9b7e682e0a79f1
UFC Fight Night: Cyborg vs. Lansberg,Alan Patrick vs. Stevie Ray,http://ufcstats.com/fight-details/1afa8d6ae4d8a5b2
UFC Fight Night: Cyborg vs. Lansberg,Vicente Luque vs. Hector Urbina,http://ufcstats.com/fight-details/5948876f1d80c21a
UFC Fight Night: Cyborg vs. Lansberg,Gregor Gillespie vs. Glaico Franca Moreira,http://ufcstats.com/fight-details/fae3f395669b7285
UFC Fight Night: Poirier vs. Johnson,Michael Johnson vs. Dustin Poirier,http://ufcstats.com/fight-details/692241119228cc82
UFC Fight Night: Poirier vs. Johnson,Derek Brunson vs. Uriah Hall,http://ufcstats.com/fight-details/f4cdc944e27c2cd2
UFC Fight Night: Poirier vs. Johnson,Evan Dunham vs. Ricky Glenn,http://ufcstats.com/fight-details/0596fc5eba5c1fe0
UFC Fight Night: Poirier vs. Johnson,Roan Carneiro vs. Kenny Robertson,http://ufcstats.com/fight-details/054f1423ba7c121e
UFC Fight Night: Poirier vs. Johnson,Islam Makhachev vs. Chris Wade,http://ufcstats.com/fight-details/144b0c1dd6c909f3
UFC Fight Night: Poirier vs. Johnson,Chas Skelly vs. Maximo Blanco,http://ufcstats.com/fight-details/00b7497b02b3b2bb
UFC Fight Night: Poirier vs. Johnson,Gabriel Benitez vs. Sam Sicilia,http://ufcstats.com/fight-details/4f6f7f1ad8954bb6
UFC Fight Night: Poirier vs. Johnson,Belal Muhammad vs. Augusto Montano,http://ufcstats.com/fight-details/4df1d3183929d021
UFC Fight Night: Poirier vs. Johnson,Antonio Carlos Junior vs. Leonardo Guimaraes,http://ufcstats.com/fight-details/c87d2569da8d4305
UFC Fight Night: Poirier vs. Johnson,Jose Quinonez vs. Joey Gomez,http://ufcstats.com/fight-details/187681b2843174b5
UFC Fight Night: Poirier vs. Johnson,Randy Brown vs. Erick Montano,http://ufcstats.com/fight-details/30b33d032605c885
UFC Fight Night: Poirier vs. Johnson,Alejandro Perez vs. Albert Morales,http://ufcstats.com/fight-details/96adba2273a13f46
UFC 203: Miocic vs. Overeem,Stipe Miocic vs. Alistair Overeem,http://ufcstats.com/fight-details/19df0d0cb1269fa7
UFC 203: Miocic vs. Overeem,Fabricio Werdum vs. Travis Browne,http://ufcstats.com/fight-details/409bcfacb259999a
UFC 203: Miocic vs. Overeem,Mickey Gall vs. CM Punk,http://ufcstats.com/fight-details/26e6a2705a1e9e72
UFC 203: Miocic vs. Overeem,Jimmie Rivera vs. Urijah Faber,http://ufcstats.com/fight-details/971d9fa5947a4bb7
UFC 203: Miocic vs. Overeem,Jessica Andrade vs. Joanne Wood,http://ufcstats.com/fight-details/52bc6927e80aca5d
UFC 203: Miocic vs. Overeem,Bethe Correia vs. Jessica Eye,http://ufcstats.com/fight-details/e9ffcf05270a320a
UFC 203: Miocic vs. Overeem,Brad Tavares vs. Caio Magalhaes,http://ufcstats.com/fight-details/c8ca99d1adc5448d
UFC 203: Miocic vs. Overeem,Nik Lentz vs. Michael McBride,http://ufcstats.com/fight-details/9b1386a28b81bcd5
UFC 203: Miocic vs. Overeem,Drew Dober vs. Jason Gonzalez,http://ufcstats.com/fight-details/5d5abb5dade718de
UFC 203: Miocic vs. Overeem,Yancy Medeiros vs. Sean Spencer,http://ufcstats.com/fight-details/1c85f793ea4f9caa
UFC Fight Night: Arlovski vs. Barnett,Josh Barnett vs. Andrei Arlovski,http://ufcstats.com/fight-details/a3b972117a3998ee
UFC Fight Night: Arlovski vs. Barnett,Alexander Gustafsson vs. Jan Blachowicz,http://ufcstats.com/fight-details/0549b655619774c5
UFC Fight Night: Arlovski vs. Barnett,Ryan Bader vs. Ilir Latifi,http://ufcstats.com/fight-details/5237736e6b37c609
UFC Fight Night: Arlovski vs. Barnett,Nick Hein vs. Tae Hyun Bang,http://ufcstats.com/fight-details/31dd8b5d6444f19b
UFC Fight Night: Arlovski vs. Barnett,Jessin Ayari vs. Jim Wallhead,http://ufcstats.com/fight-details/d6389fa434e86916
UFC Fight Night: Arlovski vs. Barnett,Peter Sobotta vs. Nicolas Dalby,http://ufcstats.com/fight-details/69ecd4aa5a550f7b
