EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL
UFC 320: Ankalaev vs. Pereira 2 ,Ateba Gautier vs. Tre'ston Vines,W/L,Middleweight Bout,KO/TKO ,1,1:41,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground ,http://ufcstats.com/fight-details/9418ebb3db2a4bae
UFC 320: Ankalaev vs. Pereira 2 ,Daniel Santos vs. JooSang Yoo,W/L,Catch Weight Bout,KO/TKO ,2,0:21,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/7b34aa1eb09b8301
UFC 320: Ankalaev vs. Pereira 2 ,Patchy Mix vs. Jakub Wiklacz,L/W,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29.Ben Cartlidge 29 - 28.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/b09ecdc8ef0f0d20
UFC 320: Ankalaev vs. Pereira 2 ,Edmen Shahbazyan vs. Andre Muniz,W/L,Middleweight Bout,KO/TKO ,1,4:58,3 Rnd (5-5-5),Mark Smith,Elbows to Head From Half Guard ,http://ufcstats.com/fight-details/1c7cc3a22ab7d907
UFC 320: Ankalaev vs. Pereira 2 ,Punahele Soriano vs. Nikolay Veretennikov,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 27 - 30.Derek Cleary 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/a951090fb402fd20
UFC 320: Ankalaev vs. Pereira 2 ,Macy Chiasson vs. Yana Santos,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Ben Cartlidge 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/8353b491afa7bc32
UFC 320: Ankalaev vs. Pereira 2 ,Chris Gutierrez vs. Farid Basharat,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 28 - 29.Eric Colon 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/e53fd165a3bc1f8e
UFC 320: Ankalaev vs. Pereira 2 ,Ramiz Brahimaj vs. Austin Vanderford,W/L,Welterweight Bout,Submission ,2,2:24,3 Rnd (5-5-5),Mark Smith,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/b98bc1ecb94ef4a5
UFC 320: Ankalaev vs. Pereira 2 ,Veronica Hardy vs. Brogan Walker,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Derek Cleary 27 - 30.Chris Lee 27 - 30.Clemens Werner 27 - 30.,http://ufcstats.com/fight-details/98883348ddb3be33
UFC Fight Night: Ulberg vs. Reyes ,Carlos Ulberg vs. Dominick Reyes,W/L,Light Heavyweight Bout,KO/TKO ,1,4:27,5 Rnd (5-5-5-5-5),Marc Goddard,Punches to Head At Distance ,http://ufcstats.com/fight-details/a3ee907c77544cde
UFC Fight Night: Ulberg vs. Reyes ,Jimmy Crute vs. Ivan Erslan,W/L,Light Heavyweight Bout,Submission ,1,3:19,3 Rnd (5-5-5),Mike Beltran,Rear Naked Choke ,http://ufcstats.com/fight-details/f5fb8b182020c59d
UFC Fight Night: Ulberg vs. Reyes ,Jack Jenkins vs. Ramon Taveras,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Evan Field 27 - 30.Clemens Werner 27 - 30.Ben Cartlidge 28 - 29.,http://ufcstats.com/fight-details/38248c5d13f273e6
UFC Fight Night: Ulberg vs. Reyes ,Jake Matthews vs. Neil Magny,L/W,Welterweight Bout,Submission ,3,3:08,3 Rnd (5-5-5),Jim Perdios,D'Arce Choke From Half Guard ,http://ufcstats.com/fight-details/1ff24d5f760e0491
UFC Fight Night: Ulberg vs. Reyes ,Tom Nolan vs. Charlie Campbell,W/L,Lightweight Bout,Submission ,1,4:08,3 Rnd (5-5-5),Jim Perdios,Rear Naked Choke ,http://ufcstats.com/fight-details/8abad36b4c5e4070
UFC Fight Night: Ulberg vs. Reyes ,Navajo Stirling vs. Rodolfo Bellato,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Nathan Pintabona 27 - 30.Clemens Werner 27 - 30.Evan Field 28 - 29.,http://ufcstats.com/fight-details/dc31d3260dea7dcf
UFC Fight Night: Ulberg vs. Reyes ,Cam Rowston vs. Andre Petroski,W/L,Middleweight Bout,KO/TKO ,1,2:41,3 Rnd (5-5-5),Steve Perceval,Punches to Head From Guard ,http://ufcstats.com/fight-details/93a0a19c2c1cfe66
UFC Fight Night: Ulberg vs. Reyes ,Jamie Mullarkey vs. Rolando Bedoya,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Matt Wynne,Ben Cartlidge 28 - 29.Evan Field 28 - 29.David Lethaby 28 - 29.,http://ufcstats.com/fight-details/e2dc4fb7b5c0ce76
UFC Fight Night: Ulberg vs. Reyes ,Colby Thicknesse vs. Josias Musasa,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jim Perdios,Mick Meany 28 - 29.Sal D'amato 28 - 29.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/81127436605d3c88
UFC Fight Night: Ulberg vs. Reyes ,Michelle Montague vs. Luana Carolina,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Ben Cartlidge 26 - 29.Evan Field 25 - 30.Nathan Pintabona 26 - 30.,http://ufcstats.com/fight-details/44cd8c9f622e155f
UFC Fight Night: Ulberg vs. Reyes ,Brando Pericic vs. Elisha Ellison,W/L,Heavyweight Bout,KO/TKO ,1,1:55,3 Rnd (5-5-5),Mike Beltran,Punches to Head From Guard ,http://ufcstats.com/fight-details/140937779a2466a7
UFC Fight Night: Ulberg vs. Reyes ,Loma Lookboonmee vs. Alexia Thainara,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Matt Wynne,Nathan Pintabona 27 - 30.Evan Field 27 - 30.Clemens Werner 27 - 30.,http://ufcstats.com/fight-details/e35f7504d83b8b07
UFC Fight Night: Lopes vs. Silva ,Diego Lopes vs. Jean Silva,W/L,Featherweight Bout,KO/TKO ,2,4:48,5 Rnd (5-5-5-5-5),Mike Beltran,Punches to Head On Ground ,http://ufcstats.com/fight-details/de1a3734be60e6a1
UFC Fight Night: Lopes vs. Silva ,Rob Font vs. David Martinez,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Chris Lee 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/944b929130b23c2a
UFC Fight Night: Lopes vs. Silva ,Rafa Garcia vs. Jared Gordon,W/L,Lightweight Bout,KO/TKO ,3,2:27,3 Rnd (5-5-5),Kerry Hatley,Elbows to Head From Side Control ,http://ufcstats.com/fight-details/7cbfeba85f86d1bf
UFC Fight Night: Lopes vs. Silva ,Kelvin Gastelum vs. Dustin Stoltzfus,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Chris Lee 27 - 30.Jeff Rexroad 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/114d2f6fcd3f6f00
UFC Fight Night: Lopes vs. Silva ,Alexander Hernandez vs. Diego Ferreira,W/L,Lightweight Bout,KO/TKO ,2,3:46,3 Rnd (5-5-5),Jeff Rexroad,Punches to Head On Ground ,http://ufcstats.com/fight-details/202c47db69768356
UFC Fight Night: Lopes vs. Silva ,Santiago Luna vs. Quang Le,W/L,Bantamweight Bout,KO/TKO ,1,2:48,3 Rnd (5-5-5),Mike Beltran,Punch to Head On Ground ,http://ufcstats.com/fight-details/8a884a7930d75ca9
UFC Fight Night: Lopes vs. Silva ,Jose Daniel Medina vs. Dusko Todorovic,L/W,Middleweight Bout,Submission ,1,4:21,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke ,http://ufcstats.com/fight-details/07a378b257aad5a9
UFC Fight Night: Lopes vs. Silva ,Claudio Puelles vs. Joaquim Silva,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Jesse Lorenty 28 - 29.Chris Lee 29 - 28.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/352839a03b428e74
UFC Fight Night: Lopes vs. Silva ,Tatiana Suarez vs. Amanda Lemos,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jeff Rexroad,Gino Garcia 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/9474f64347aade7a
UFC Fight Night: Lopes vs. Silva ,Jesus Aguilar vs. Luis Gurule,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Jesse Lorenty 27 - 30.Chris Lee 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/3dc1a6335d890650
UFC Fight Night: Lopes vs. Silva ,Zach Reese vs. Sedriques Dumas,NC/NC,Middleweight Bout,Could Not Continue ,1,0:51,3 Rnd (5-5-5),Mike Beltran,Kick to Groin by Reese,http://ufcstats.com/fight-details/d822ebc7dbc6c259
UFC Fight Night: Lopes vs. Silva ,Alessandro Costa vs. Alden Coria,L/W,Flyweight Bout,KO/TKO ,3,0:47,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance ,http://ufcstats.com/fight-details/a1e193425e716b42
UFC Fight Night: Lopes vs. Silva ,Montse Rendon vs. Alice Pereira,W/L,Women's Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Jesse Lorenty 28 - 29.Junichiro Kamijo 29 - 28.Gino Garcia 27 - 30.,http://ufcstats.com/fight-details/c4a6174b0698652e
UFC Fight Night: Lopes vs. Silva ,Rodrigo Sezinando vs. Daniil Donchenko,L/W,Ultimate Fighter 33 Welterweight Tournament Title Bout,KO/TKO ,1,4:27,3 Rnd + OT (5-5-5-5),Kerry Hatley,Punches to Head At Distance ,http://ufcstats.com/fight-details/3dd2fde7bff79c51
UFC Fight Night: Imavov vs. Borralho ,Nassourdine Imavov vs. Caio Borralho,W/L,Middleweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Derek Cleary 45 - 50.Ben Cartlidge 46 - 49.David Lethaby 46 - 49.,http://ufcstats.com/fight-details/5bcd8abf6da01dae
UFC Fight Night: Imavov vs. Borralho ,Benoit Saint Denis vs. Mauricio Ruffy,W/L,Lightweight Bout,Submission ,2,2:56,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/d14fea43712707f0
UFC Fight Night: Imavov vs. Borralho ,Modestas Bukauskas vs. Paul Craig,W/L,Light Heavyweight Bout,KO/TKO ,1,5:00,3 Rnd (5-5-5),Marc Goddard,Elbow to Head From Guard ,http://ufcstats.com/fight-details/0149e875b31e57f8
UFC Fight Night: Imavov vs. Borralho ,Bolaji Oki vs. Mason Jones,L/W,Lightweight Bout,KO/TKO ,2,3:18,3 Rnd (5-5-5),Rich Mitchell,Elbows to Head From Mount ,http://ufcstats.com/fight-details/69b31593175f77ec
UFC Fight Night: Imavov vs. Borralho ,Axel Sola vs. Rhys McKee,W/L,Welterweight Bout,KO/TKO ,3,2:02,3 Rnd (5-5-5),Herb Dean,Punch to Body At Distance ,http://ufcstats.com/fight-details/a47123ae6e048f11
UFC Fight Night: Imavov vs. Borralho ,William Gomis vs. Robert Ruchala,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge 27 - 30.Derek Cleary 28 - 29.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/b53031bf4bd0a330
UFC Fight Night: Imavov vs. Borralho ,Oumar Sy vs. Brendson Ribeiro,W/L,Light Heavyweight Bout,KO/TKO ,1,4:42,3 Rnd (5-5-5),Patricio Carlos,Punches to Head From Back Control ,http://ufcstats.com/fight-details/4080b4310d82b42d
UFC Fight Night: Imavov vs. Borralho ,Marcin Tybura vs. Ante Delija,L/W,Heavyweight Bout,KO/TKO ,1,2:03,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground ,http://ufcstats.com/fight-details/23dbe713c4294c66
UFC Fight Night: Imavov vs. Borralho ,Harry Hardwick vs. Kaue Fernandes,L/W,Lightweight Bout,KO/TKO ,1,3:21,3 Rnd (5-5-5),Herb Dean,Kick to Leg At Distance ,http://ufcstats.com/fight-details/5cd2dd6075fadcce
UFC Fight Night: Imavov vs. Borralho ,Sam Patterson vs. Trey Waters,W/L,Welterweight Bout,KO/TKO ,1,3:01,3 Rnd (5-5-5),Rich Mitchell,Punches to Head At Distance ,http://ufcstats.com/fight-details/420211200a35c1d1
UFC Fight Night: Imavov vs. Borralho ,Brad Tavares vs. Robert Bryczek,L/W,Middleweight Bout,KO/TKO ,3,1:43,3 Rnd (5-5-5),Lukasz Bosacki,Punches to Head On Ground ,http://ufcstats.com/fight-details/b3253e2c2d111030
UFC Fight Night: Imavov vs. Borralho ,Andreas Gustafsson vs. Rinat Fakhretdinov,L/W,Welterweight Bout,KO/TKO ,1,0:54,3 Rnd (5-5-5),Patricio Carlos,Punches to Head In Clinch ,http://ufcstats.com/fight-details/d56a59a4c79cf515
UFC Fight Night: Imavov vs. Borralho ,Shauna Bannon vs. Sam Hughes,L/W,Women's Strawweight Bout,Submission ,2,1:58,3 Rnd (5-5-5),Lukasz Bosacki,Rear Naked Choke ,http://ufcstats.com/fight-details/a38010639e61885c
UFC Fight Night: Walker vs. Zhang ,Johnny Walker vs. Zhang Mingyang,W/L,Light Heavyweight Bout,KO/TKO ,2,2:37,5 Rnd (5-5-5-5-5),Marc Goddard,Punches to Head On Ground ,http://ufcstats.com/fight-details/2eecf0c36192e40c
UFC Fight Night: Walker vs. Zhang ,Brian Ortega vs. Aljamain Sterling,L/W,Catch Weight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Ben Cartlidge 45 - 50.David Lethaby 45 - 50.Vito Paolillo 45 - 50.,http://ufcstats.com/fight-details/58080e8989927500
UFC Fight Night: Walker vs. Zhang ,Sergei Pavlovich vs. Waldo Cortes Acosta,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Evan Field 27 - 30.Mark Christie 28 - 29.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/5538d15c4eeac3b3
UFC Fight Night: Walker vs. Zhang ,Sumudaerji vs. Kevin Borjas,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Ben Cartlidge 27 - 30.Mark Christie 27 - 30.Dave Tirelli 27 - 30.,http://ufcstats.com/fight-details/ce6bd165bef82bd7
UFC Fight Night: Walker vs. Zhang ,Taiyilake Nueraji vs. Kiefer Crosbie,W/L,Welterweight Bout,KO/TKO ,1,3:33,3 Rnd (5-5-5),Marc Goddard,Elbows to Head On Ground ,http://ufcstats.com/fight-details/1452c20d964c0a63
UFC Fight Night: Walker vs. Zhang ,Maheshate vs. Gauge Young,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,David Lethaby 27 - 30.Ben Cartlidge 28 - 29.Evan Field 28 - 29.,http://ufcstats.com/fight-details/0b1460c666e66d39
UFC Fight Night: Walker vs. Zhang ,Charles Johnson vs. Lone'er Kavanagh,W/L,Flyweight Bout,KO/TKO ,2,4:35,3 Rnd (5-5-5),Jim Perdios,Punch to Head At Distance ,http://ufcstats.com/fight-details/1ab1ed99a4bc5494
UFC Fight Night: Walker vs. Zhang ,Rongzhu vs. Austin Hubbard,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Clemens Werner 27 - 30.David Lethaby 28 - 29.Evan Field 28 - 29.,http://ufcstats.com/fight-details/f55749e32ce5c6f3
UFC Fight Night: Walker vs. Zhang ,Michel Pereira vs. Kyle Daukaus,L/W,Middleweight Bout,KO/TKO ,1,0:43,3 Rnd (5-5-5),Marc Goddard,Elbows to Head From Guard ,http://ufcstats.com/fight-details/130e622d4d2aee3e
UFC Fight Night: Walker vs. Zhang ,Yizha vs. Westin Wilson,W/L,Featherweight Bout,KO/TKO ,1,0:37,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,http://ufcstats.com/fight-details/f0b7caa90faf47e5
UFC Fight Night: Walker vs. Zhang ,Xiao Long vs. SuYoung You,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jim Perdios,Ben Cartlidge 28 - 29.Mark Christie 28 - 29.Dave Tirelli 28 - 29.,http://ufcstats.com/fight-details/2f6065fe0804d1d8
UFC Fight Night: Walker vs. Zhang ,Uran Satybaldiev vs. Diyar Nurgozhay,W/L,Light Heavyweight Bout,Submission ,1,2:45,3 Rnd (5-5-5),Vitor Ribeiro,Ezekiel Choke From Guard ,http://ufcstats.com/fight-details/7fc5f1dc2df84ac7
UFC 319: Du Plessis vs. Chimaev ,Dricus Du Plessis vs. Khamzat Chimaev,L/W,UFC Middleweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Sal D'amato 44 - 50.Ron McCarthy 44 - 50.Derek Cleary 44 - 50.,http://ufcstats.com/fight-details/12cedec11b37ddc0
UFC 319: Du Plessis vs. Chimaev ,Lerone Murphy vs. Aaron Pico,W/L,Featherweight Bout,KO/TKO ,1,3:21,3 Rnd (5-5-5),Herb Dean,Spinning Back Elbow to Head At Distance ,http://ufcstats.com/fight-details/9fa6a029f7f8241c
UFC 319: Du Plessis vs. Chimaev ,Geoff Neal vs. Carlos Prates,L/W,Welterweight Bout,KO/TKO ,1,4:59,3 Rnd (5-5-5),Jason Herzog,Spinning Back Elbow to Head At Distance ,http://ufcstats.com/fight-details/42585ce706c086de
UFC 319: Du Plessis vs. Chimaev ,Jared Cannonier vs. Michael Page,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Sal D'amato 28 - 29.Derek Cleary 28 - 29.Brandon Mason 28 - 29.,http://ufcstats.com/fight-details/9939d7073462e07e
UFC 319: Du Plessis vs. Chimaev ,Tim Elliott vs. Kai Asakura,W/L,Flyweight Bout,Submission ,2,4:39,3 Rnd (5-5-5),Robert Madrigal,Guillotine Choke From Mount ,http://ufcstats.com/fight-details/82338ba457fbe87f
UFC 319: Du Plessis vs. Chimaev ,Baisangur Susurkaev vs. Eric Nolan,W/L,Middleweight Bout,Submission ,2,2:01,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/5efd13a12be06706
UFC 319: Du Plessis vs. Chimaev ,Gerald Meerschaert vs. Michal Oleksiejczuk,L/W,Middleweight Bout,KO/TKO ,1,3:03,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/5b880d10b0ed7acc
UFC 319: Du Plessis vs. Chimaev ,Jessica Andrade vs. Loopy Godinez,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Nick Cimmarusti,Ron McCarthy 28 - 29.Eric Colon 28 - 29.Josh Stewart 28 - 29.,http://ufcstats.com/fight-details/a2eafd9e1d5031b1
UFC 319: Du Plessis vs. Chimaev ,Chase Hooper vs. Alexander Hernandez,L/W,Lightweight Bout,KO/TKO ,1,4:58,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/1d8dc0fb5d47357f
UFC 319: Du Plessis vs. Chimaev ,Edson Barboza vs. Drakkar Klose,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Sal D'amato 28 - 29.Derek Cleary 28 - 29.Brandon Mason 28 - 29.,http://ufcstats.com/fight-details/bc63f1b2e52f603e
UFC 319: Du Plessis vs. Chimaev ,Karine Silva vs. Dione Barbosa,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Robert Madrigal,Eric Colon 28 - 29.Scot Jones 28 - 29.Josh Stewart 28 - 29.,http://ufcstats.com/fight-details/88020d22cf905792
UFC 319: Du Plessis vs. Chimaev ,Alibi Idiris vs. Joseph Morales,L/W,Ultimate Fighter 33 Flyweight Tournament Title Bout,Submission ,2,3:04,3 Rnd + OT (5-5-5-5),Nick Cimmarusti,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/68c423c7119004f3
UFC Fight Night: Dolidze vs. Hernandez ,Roman Dolidze vs. Anthony Hernandez,L/W,Middleweight Bout,Submission ,4,2:45,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/68fe62bac7fd8bb0
UFC Fight Night: Dolidze vs. Hernandez ,Steve Erceg vs. Ode Osbourne,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Ben Cartlidge 28 - 29.Eric Colon 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/37d58369782cb86b
UFC Fight Night: Dolidze vs. Hernandez ,Iasmin Lucindo vs. Angela Hill,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 27 - 30.Sal D'amato 27 - 30.Ben Cartlidge 28 - 29.,http://ufcstats.com/fight-details/646c79a7ecd12e5f
UFC Fight Night: Dolidze vs. Hernandez ,Andre Fili vs. Christian Rodriguez,W/L,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Eric Colon 28 - 29.Chris Lee 29 - 28.Anthony Maness 27 - 30.,http://ufcstats.com/fight-details/98d6771af9b0ebe5
UFC Fight Night: Dolidze vs. Hernandez ,Miles Johns vs. Jean Matsumoto,L/W,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 28 - 29.Ben Cartlidge 29 - 28.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/ed5383b50ffcdded
UFC Fight Night: Dolidze vs. Hernandez ,Eryk Anders vs. Christian Leroy Duncan,L/W,Middleweight Bout,KO/TKO ,1,3:53,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance ,http://ufcstats.com/fight-details/75a84211f50c53f5
UFC Fight Night: Dolidze vs. Hernandez ,Julius Walker vs. Rafael Cerquiera,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Chris Lee 27 - 30.Anthony Maness 27 - 30.Ben Cartlidge 26 - 30.,http://ufcstats.com/fight-details/3d6571790c21527c
UFC Fight Night: Dolidze vs. Hernandez ,Elijah Smith vs. Toshiomi Kazama,W/L,Bantamweight Bout,KO/TKO ,1,4:10,3 Rnd (5-5-5),Chris Tognoni,Slam to On Ground ,http://ufcstats.com/fight-details/ae7a8f19743e8154
UFC Fight Night: Dolidze vs. Hernandez ,Joselyne Edwards vs. Priscila Cachoeira,W/L,Women's Bantamweight Bout,KO/TKO ,1,2:24,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/aef44145740741b3
UFC Fight Night: Dolidze vs. Hernandez ,Uros Medic vs. Gilbert Urbina,W/L,Welterweight Bout,KO/TKO ,1,1:03,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/7d923267c44dd93b
UFC Fight Night: Dolidze vs. Hernandez ,Gabriella Fernandes vs. Julija Stoliarenko,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Junichiro Kamijo 27 - 30.Sal D'amato 28 - 29.Eric Colon 28 - 29.,http://ufcstats.com/fight-details/6ef50ed03b116b60
UFC Fight Night: Dolidze vs. Hernandez ,Cody Brundage vs. Eric McConico,L/W,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Ben Cartlidge 28 - 29.Chris Lee 30 - 27.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/857e8facd8ff7c36
UFC Fight Night: Taira vs. Park ,Tatsuro Taira vs. HyunSung Park,W/L,Flyweight Bout,Submission ,2,1:06,5 Rnd (5-5-5-5-5),Mark Smith,Neck Crank From Back Control ,http://ufcstats.com/fight-details/282c8c6c1ed82bfb
UFC Fight Night: Taira vs. Park ,Mateusz Rebecki vs. Chris Duncan,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Mike Bell 28 - 29.Ron McCarthy 28 - 29.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/426a69e343822ab3
UFC Fight Night: Taira vs. Park ,Elves Brener vs. Esteban Ribovics,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 28 - 29.Sal D'amato 27 - 30.Rick Winter 27 - 30.,http://ufcstats.com/fight-details/878941394f9e3538
UFC Fight Night: Taira vs. Park ,Karol Rosa vs. Nora Cornolle,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Mike Bell 26 - 30.Chris Lee 27 - 29.Ron McCarthy 27 - 29.,http://ufcstats.com/fight-details/c62ed8a6002b5360
UFC Fight Night: Taira vs. Park ,Neil Magny vs. Elizeu Zaleski dos Santos,W/L,Welterweight Bout,KO/TKO ,2,4:39,3 Rnd (5-5-5),Mark Smith,Punches to Head From Back Control ,http://ufcstats.com/fight-details/ac57250e3de89d5d
UFC Fight Night: Taira vs. Park ,Danny Silva vs. Kevin Vallejos,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Ron McCarthy 28 - 29.Mike Bell 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/111e66eb922449e4
UFC Fight Night: Taira vs. Park ,Rinya Nakamura vs. Nathan Fletcher,W/L,Bantamweight Bout,KO/TKO ,1,1:02,3 Rnd (5-5-5),Kerry Hatley,Kick to Body At Distance ,http://ufcstats.com/fight-details/eeeffa7f514e0c0e
UFC Fight Night: Taira vs. Park ,Rodolfo Vieira vs. Tresean Gore,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Chris Lee 28 - 29.Ron McCarthy 27 - 30.Rick Winter 27 - 30.,http://ufcstats.com/fight-details/45781930d64da456
UFC Fight Night: Taira vs. Park ,Nick Klein vs. Andrey Pulyaev,L/W,Middleweight Bout,KO/TKO ,2,1:31,3 Rnd (5-5-5),Chris Tognoni,Kick to Body At Distance ,http://ufcstats.com/fight-details/b3c695728e177fd4
UFC Fight Night: Taira vs. Park ,Austin Bashi vs. John Yannis,W/L,Featherweight Bout,Submission ,1,3:39,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke ,http://ufcstats.com/fight-details/07c2af68b6dbc4ec
UFC Fight Night: Taira vs. Park ,Rafael Estevam vs. Felipe Bunes,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Sal D'amato 28 - 29.Chris Lee 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/b47db03affb279c3
